Type,SKU,Parent,Name,"Regular price","Sale price",Images,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global"
simple,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,"Lakmē VitC Superglow Tint, Compact & Concealer Trio",1049.00,892.00,https://cdn.shopify.com/s/files/1/0825/6713/5537/files/1732177041307_616a16e3-99bc-44f6-92d6-e38f1a1dc4fc.jpg?v=1734434124,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-tint-compact-concealer-trio-value-set,,0.00,,https://cdn.shopify.com/s/files/1/0825/6713/5537/files/29838_S12-8901030698668_fa9e6167-58a5-4c58-9e66-62a0b22ec939.jpg?v=1734434125,Color,,1,1
simple,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,"Lakmē VitC Superglow Skin Perfecting Collection (Set of 4)",1448.00,1230.00,https://cdn.shopify.com/s/files/1/0825/6713/5537/files/1732174436231_652ed921-e573-4b56-aa93-e698579313f1.jpg?v=1734434079,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
variation,,lakme-vitc-superglow-skin-perfecting-collection-set-of-4-value-set,,0.00,,,Color,,1,1
